source,target,time_stamps/seconds,time_window
66,425,0,0
359,650,0,0
669,668,0,0
426,641,0,0
673,143,0,0
98,143,0,0
136,668,0,0
297,416,0,0
370,492,0,0
676,65,0,0
630,586,0,0
440,2480,0,0
11,678,0,0
297,290,0,0
679,85,0,0
30,426,0,0
42,361,0,0
683,66,0,0
290,340,0,0
416,340,0,0
310,350,0,0
75,344,0,0
49,344,0,0
290,689,0,0
2,416,0,0
2,689,0,0
619,668,0,0
290,668,0,0
350,344,0,0
382,416,0,0
350,668,0,0
350,689,0,0
75,689,0,0
93,65,0,0
440,382,0,0
396,689,0,0
143,382,0,0
93,416,0,0
25,416,0,0
586,344,0,0
143,2480,0,0
19,416,0,0
696,416,0,0
19,416,0,0
2,416,0,0
613,416,0,0
27,416,0,0
622,343,0,0
344,699,0,0
622,699,0,0
317,343,0,0
343,699,0,0
382,699,0,0
763,699,0,0
437,75,0,0
317,687,0,0
75,296,0,0
2,699,0,0
2,436,0,0
697,416,0,0
699,426,0,0
702,416,0,0
25,303,0,0
11,296,0,0
702,621,0,0
184,689,0,0
704,663,0,0
11,382,0,0
2,11,0,0
586,296,0,0
290,382,0,0
290,699,0,0
705,65,0,0
25,382,0,0
422,382,0,0
11,709,0,0
396,382,0,0
350,699,0,0
396,709,0,0
350,709,0,0
422,11,0,0
362,416,0,0
493,699,0,0
310,321,0,0
622,317,0,0
1,709,0,0
45,317,0,0
422,416,0,0
102,416,0,0
1,416,0,0
714,382,0,0
45,699,0,0
45,303,0,0
45,343,0,0
350,290,0,0
345,290,0,0
11,290,0,0
405,290,0,0
445,441,0,0
303,290,0,0
143,290,0,0
717,709,0,0
717,344,0,0
1826,709,0,0
15245,78,0,0
451,317,0,0
302,85,0,0
451,416,0,0
380,317,0,0
622,303,0,0
98,317,0,0
86,303,0,0
732,303,0,0
733,416,0,0
584,416,0,0
737,416,0,0
738,416,0,0
511,416,0,0
733,709,0,0
360,722,0,0
733,382,0,0
454,728,0,0
454,416,0,0
436,382,0,0
619,416,0,0
439,307,0,0
622,667,0,0
121,290,0,0
519,2,0,0
431,2480,0,0
580,317,0,0
750,416,0,0
751,317,0,0
749,416,0,0
431,2,0,0
441,511,0,0
498,494,0,0
752,416,0,0
336,290,0,0
625,317,0,0
756,416,0,0
360,353,0,0
290,416,0,0
65,382,0,0
350,353,0,0
428,336,0,0
402,351,0,0
143,65,0,0
143,65,0,0
2,336,0,0
402,351,0,0
36108,65,0,0
402,351,0,0
402,462,0,0
402,462,0,0
350,78,0,0
571,336,0,0
763,351,0,0
763,317,0,0
441,65,0,0
382,65,0,0
734,65,0,0
405,65,0,0
766,398,0,0
451,349,0,0
65,2,0,0
405,2480,0,0
767,494,0,0
136,768,0,0
25,728,0,0
344,768,0,0
468,667,0,0
763,768,0,0
143,136,0,0
441,1,0,0
404,65,0,0
2,772,0,0
178,641,0,0
3,775,0,0
143,773,0,0
317,344,0,0
622,344,0,0
779,773,0,0
1004,774,0,0
83,344,0,0
321,344,0,0
622,83,0,0
317,83,0,0
327,65,0,0
451,83,0,0
424,772,0,0
317,83,0,0
121,65,0,0
582,83,0,0
2,344,0,0
778,1,0,0
781,344,0,0
683,65,0,0
121,65,0,0
488,83,0,0
783,65,0,0
783,65,0,0
66,344,0,0
582,1,0,0
361,135,0,0
619,1,0,0
582,349,0,0
143,484,0,0
619,484,0,0
121,65,0,0
605,761,0,0
350,342,0,0
307,344,0,0
605,65,0,0
350,484,0,0
121,342,0,0
261,66,0,0
261,349,0,0
790,1,0,0
184,788,0,0
350,788,0,0
346,83,0,0
321,290,0,0
102,66,0,0
65,290,0,0
184,360,0,0
290,317,0,0
493,290,0,0
350,11,0,0
3,290,0,0
65,709,0,0
440,317,0,0
2,709,0,0
102,349,0,0
791,344,0,0
321,622,0,0
350,290,0,0
272,66,0,0
717,709,0,0
440,382,0,0
784,273,0,0
795,135,0,0
380,290,0,0
45,788,0,0
1459,273,0,0
445,484,0,0
1459,792,0,0
749,344,0,0
519,2,0,0
340,622,0,0
381,316,0,0
345,382,0,0
381,343,0,0
109,65,0,0
404,622,0,0
310,382,0,0
799,321,0,0
800,699,0,0
406,792,0,0
728,317,0,0
622,382,0,0
349,65,0,0
800,382,0,0
460,76,0,0
322,778,0,0
297,76,0,0
709,382,0,0
297,382,0,0
425,66,0,0
802,798,0,0
800,290,0,0
454,1,0,0
454,445,0,0
550,1,0,0
290,66,0,0
519,349,0,0
519,65,0,0
750,349,0,0
717,349,0,0
83,699,0,0
586,699,0,0
431,349,0,0
778,336,0,0
360,788,0,0
360,750,0,0
2,349,0,0
297,78,0,0
586,350,0,0
586,78,0,0
767,807,0,0
271,66,0,0
78,11,0,0
25,66,0,0
673,699,0,0
810,66,0,0
809,462,0,0
25,462,0,0
468,290,0,0
986,76,0,0
322,462,0,0
440,807,0,0
493,66,0,0
454,792,0,0
673,807,0,0
22,66,0,0
819,317,0,0
763,184,0,0
824,1,0,0
22,11,0,0
310,750,0,0
66,813,0,0
824,303,0,0
345,813,0,0
25,346,0,0
767,346,0,0
143,658,0,0
826,346,0,0
405,658,0,0
660,66,0,0
733,462,0,0
733,462,0,0
428,828,0,0
297,346,0,0
3304,297,0,0
404,683,0,0
25,806,0,0
441,538,0,0
451,66,0,0
622,290,0,0
733,353,0,0
75,828,0,0
143,836,0,0
422,290,0,0
622,345,0,0
733,836,0,0
3304,836,0,0
673,823,0,0
846,641,0,0
812,462,0,0
792,814,0,0
812,462,0,0
812,462,0,0
812,462,0,0
851,835,0,0
344,336,0,0
613,462,0,0
1004,814,0,0
848,792,0,0
350,806,0,0
437,184,0,0
3,416,0,0
3,416,0,0
359,814,0,0
605,3304,0,0
302,416,0,0
317,683,0,0
143,175,0,0
788,851,0,0
586,733,0,0
425,396,0,0
346,622,0,0
425,658,0,0
622,788,0,0
1464,65,0,0
860,836,0,0
310,788,0,0
353,814,0,0
290,184,0,0
861,812,0,0
1,788,0,0
121,396,0,0
143,660,0,0
424,823,0,0
750,788,0,0
350,812,0,0
1573,613,0,0
863,175,0,0
795,861,0,0
25,660,0,0
1,2,0,0
65,660,0,0
445,346,0,0
519,1,0,0
836,416,0,0
763,873,0,0
836,462,0,0
382,660,0,0
151,660,0,0
318,284,0,0
318,303,0,0
876,814,0,0
382,290,0,0
878,873,0,0
873,462,0,0
880,814,0,0
404,473,0,0
136,877,0,0
798,303,0,0
885,812,0,0
619,296,0,0
744,296,0,0
458,396,0,0
382,887,0,0
888,613,0,0
261,887,0,0
318,451,0,0
261,812,0,0
343,812,0,0
891,416,0,0
806,65,0,0
310,382,0,0
360,798,0,0
733,709,0,0
733,451,0,0
893,462,0,0
297,709,0,0
930,1,0,0
297,296,0,0
894,296,0,0
767,660,0,0
513,121,0,0
930,66,0,0
767,807,0,0
1573,613,0,0
930,451,0,0
437,303,0,0
200,65,0,0
619,180,0,0
317,303,0,0
460,297,0,0
622,798,0,0
200,66,0,0
454,462,0,0
454,65,0,0
767,494,0,0
66,788,0,0
290,903,0,0
911,65,0,0
143,913,0,0
914,913,0,0
750,918,0,0
919,425,0,0
441,774,0,0
733,65,0,0
582,65,0,0
808,1,0,0
916,121,0,0
422,887,0,0
916,788,0,0
919,788,0,0
750,290,0,0
45,798,0,0
828,290,0,0
2,922,0,0
350,382,0,0
143,922,0,0
66,290,0,0
767,924,0,0
297,788,0,0
451,121,0,0
598,928,0,0
3304,65,0,0
931,928,0,0
1,2,0,0
763,893,0,0
454,416,0,0
586,416,0,0
914,416,0,0
290,812,0,0
290,812,0,0
136,922,0,0
297,66,0,0
908,814,0,0
939,353,0,0
423,812,0,0
728,812,0,0
290,812,0,0
3,416,0,0
940,66,0,0
297,930,0,0
582,66,0,0
382,812,0,0
290,812,0,0
382,416,0,0
451,416,0,0
382,416,0,0
943,930,0,0
622,416,0,0
349,812,0,0
382,942,0,0
1459,416,0,0
598,942,0,0
913,416,0,0
733,184,0,0
182,1459,0,0
813,909,0,0
75,1459,0,0
947,66,0,0
846,416,0,0
261,877,0,0
405,353,0,0
733,344,0,0
75,416,0,0
950,416,0,0
405,382,0,0
297,930,0,0
951,343,0,0
121,290,0,0
346,66,0,0
36108,416,0,0
851,416,0,0
239,416,0,0
239,812,0,0
121,2,0,0
36108,416,0,0
317,416,0,0
3,812,0,0
956,416,0,0
428,317,0,0
360,437,0,0
437,913,0,0
957,812,0,0
437,11,0,0
350,913,0,0
3,913,0,0
349,913,0,0
439,83,0,0
961,290,0,0
437,812,0,0
25,812,0,0
25,962,0,0
1,962,0,0
956,812,0,0
324,812,0,0
360,889,0,0
916,83,0,0
3,1,0,0
916,1,0,0
290,812,0,0
143,353,0,0
986,1,0,0
404,763,0,0
451,812,0,0
493,11,0,0
121,1,0,0
11,290,0,0
121,966,0,0
493,290,0,0
290,900,0,0
350,763,0,0
382,290,0,0
45,813,0,0
350,900,0,0
908,302,0,0
11,709,0,0
45,416,0,0
45,812,0,0
919,361,0,0
382,3,0,0
968,494,0,0
65,290,0,0
473,290,0,0
1826,307,0,0
446,913,0,0
446,812,0,0
381,66,0,0
381,184,0,0
65,66,0,0
381,788,0,0
83,307,0,0
404,290,0,0
158,812,0,0
880,290,0,0
345,750,0,0
297,966,0,0
961,290,0,0
923,416,0,0
622,307,0,0
983,416,0,0
346,307,0,0
326,290,0,0
454,812,0,0
984,812,0,0
262,290,0,0
437,83,0,0
987,807,0,0
468,812,0,0
290,988,0,0
519,788,0,0
297,3,0,0
290,913,0,0
799,184,0,0
394,985,0,0
350,296,0,0
788,913,0,0
100,75,0,0
892,416,0,0
321,996,0,0
717,441,0,0
65,913,0,0
350,807,0,0
262,913,0,0
121,441,0,0
914,699,0,0
290,913,0,0
65,121,0,0
447,441,0,0
1,441,0,0
986,100,0,0
1044,586,0,0
986,65,0,0
914,65,0,0
622,997,0,0
65,997,0,0
744,668,0,0
65,975,0,0
65,798,0,0
35428,997,0,0
27,1,0,0
143,65,0,0
250,441,0,0
417,65,0,0
353,975,0,0
1004,416,0,0
774,211,0,0
823,962,0,0
622,402,0,0
468,798,0,0
440,65,0,0
613,441,0,0
440,211,0,0
66,402,0,0
350,402,0,0
1008,416,0,0
1005,1,0,0
404,2,0,0
303,1007,0,0
3304,997,0,0
333,550,0,0
75,1,0,0
3304,988,0,0
297,894,0,0
728,1,0,0
135,975,0,0
135,416,0,0
25,1,0,0
437,350,0,0
65,416,0,0
896,798,0,0
66,361,0,0
1,955,0,0
184,613,0,0
889,798,0,0
955,894,0,0
598,812,0,0
744,894,0,0
3304,416,0,0
303,812,0,0
121,812,0,0
380,613,0,0
396,622,0,0
493,988,0,0
1015,641,0,0
744,955,0,0
425,622,0,0
825,416,0,0
913,812,0,0
992,16,0,0
1018,988,0,0
36108,812,0,0
437,350,0,0
986,2,0,0
30,894,0,0
484,955,0,0
297,1018,0,0
302,812,0,0
297,1018,0,0
405,143,0,0
321,622,0,0
121,622,0,0
441,143,0,0
1013,894,0,0
986,297,0,0
439,65,0,0
1018,362,0,0
1017,349,0,0
65,362,0,0
65,143,0,0
445,1,0,0
956,27,0,0
1021,362,0,0
121,362,0,0
1023,913,0,0
622,788,0,0
27,1,0,0
4,1,0,0
310,2008,0,0
1,2008,0,0
865,290,0,0
1459,1,0,0
45,812,0,0
586,788,0,0
404,290,0,0
45,913,0,0
774,1027,0,0
728,1027,0,0
322,402,0,0
351,121,0,0
310,2008,0,0
1013,894,0,0
380,473,0,0
1028,382,0,0
302,807,0,0
429,807,0,0
1031,382,0,0
109,350,0,0
914,818,0,0
359,818,0,0
345,184,0,0
1005,1,0,0
622,709,0,0
728,641,0,0
519,2,0,0
977,290,0,0
297,709,0,0
828,1034,0,0
1035,121,0,0
297,290,0,0
349,290,0,0
297,473,0,0
439,622,0,0
1023,290,0,0
1021,290,0,0
1040,66,0,0
892,65,0,0
290,565,0,0
2926,336,0,0
812,807,0,0
25,1042,0,0
910,290,0,0
812,65,0,0
431,467,0,0
3304,290,0,0
431,1042,0,0
262,1042,0,0
431,362,0,0
1044,586,0,0
431,709,0,0
1021,493,0,0
1046,1027,0,0
379,1018,0,0
3,121,0,0
3,121,0,0
440,1042,0,0
1050,1049,0,0
360,1034,0,0
437,350,0,0
290,1049,0,0
75,1052,0,0
1047,807,0,0
1013,296,0,0
297,788,0,0
1047,416,0,0
813,818,0,0
2,1084,0,0
1047,273,0,0
1008,416,0,0
297,2,0,0
1056,812,0,0
65,182,0,0
302,1047,0,0
66,290,0,0
1044,238,0,0
1021,65,0,0
744,1047,0,0
812,1047,0,0
437,1046,0,0
812,1047,0,0
1056,3,0,0
572,1047,0,0
460,182,0,0
1056,1047,0,0
65,382,0,0
136,1047,0,0
336,1058,0,0
1059,1038,0,0
65,1,0,0
333,1047,0,0
622,1,0,0
812,1047,0,0
582,3,0,0
290,1047,0,0
943,467,0,0
65,1047,0,0
290,1047,0,0
65,943,0,0
65,1042,0,0
349,65,0,0
622,65,0,0
332,1084,0,0
1065,182,0,0
259,1047,0,0
943,65,0,0
5771,297,0,0
806,1042,0,0
346,65,0,0
1068,416,0,0
473,65,0,0
121,1047,0,0
310,1046,0,0
582,83,0,0
422,65,0,0
349,65,0,0
778,416,0,0
310,65,0,0
310,1,0,0
65,11,0,0
451,65,0,0
451,1084,0,0
728,1027,0,0
788,1084,0,0
262,11,0,0
788,812,0,0
135,1084,0,0
1013,1071,0,0
750,1084,0,0
1060,1071,0,0
1017,65,0,0
986,788,0,0
121,1,0,0
382,1042,0,0
462,1047,0,0
307,1047,0,0
1040,66,0,0
431,943,0,0
658,1027,0,0
424,943,0,0
297,943,0,0
1,1075,0,0
1042,1047,0,0
865,1075,0,0
121,493,0,0
1079,961,0,0
375,1047,0,0
750,622,0,0
1079,416,0,0
519,943,0,0
1079,65,0,0
797,416,0,0
1082,942,0,0
1083,641,0,0
382,942,0,0
1076,1075,0,0
458,1075,0,0
987,750,0,0
1086,1075,0,0
65,1086,0,0
3304,370,0,0
469,806,0,0
1090,750,0,0
1075,1047,0,0
302,668,0,0
659,1075,0,0
404,469,0,0
622,1086,0,0
431,469,0,0
284,1075,0,0
750,913,0,0
346,1075,0,0
350,382,0,0
135,750,0,0
622,1095,0,0
143,913,0,0
100,65,0,0
1096,913,0,0
1094,788,0,0
121,1095,0,0
622,100,0,0
100,317,0,0
65,100,0,0
346,622,0,0
788,100,0,0
100,402,0,0
66,100,0,0
1021,1095,0,0
350,1086,0,0
121,622,0,0
65,1106,0,0
346,1106,0,0
350,65,0,0
78,382,0,0
49,1106,0,0
81883,65,0,0
469,613,0,0
1059,143,0,0
288,121,0,0
728,65,0,0
469,943,0,0
914,100,0,0
1101,943,0,0
1018,1095,0,0
1106,11,0,0
914,1095,0,0
1093,663,0,0
750,288,0,0
66,288,0,0
290,100,0,0
65,290,0,0
65,290,0,0
65,290,0,0
622,290,0,0
83,451,0,0
321,290,0,0
262,290,0,0
83,290,0,0
788,290,0,0
382,290,0,0
431,290,0,0
431,290,0,0
1037,284,0,0
1079,290,0,0
382,290,0,0
302,290,0,0
22,121,0,0
441,429,0,0
1059,78,0,0
1060,290,0,0
1,429,0,0
469,78,0,0
1060,290,0,0
290,429,0,0
121,290,0,0
351,429,0,0
913,429,0,0
532,290,0,0
351,290,0,0
121,429,0,0
143,290,0,0
944,425,0,0
290,429,0,0
404,1,0,0
65,1,0,0
100,451,0,0
143,913,0,0
346,290,0,0
1109,1,0,0
350,1,0,0
65,1018,0,0
1042,290,0,0
75,1018,0,0
22,66,0,0
350,1018,0,0
622,22,0,0
1040,1095,0,0
65,22,0,0
438,975,0,0
438,788,0,0
310,745,0,0
136,913,0,0
922,1075,0,0
136,290,0,0
1116,855,0,0
362,290,0,0
1021,605,0,0
362,290,0,0
935,238,0,0
49,1018,0,0
935,385,0,0
66,622,0,0
513,22,0,0
1,622,0,0
429,663,0,0
349,605,0,0
349,1047,0,0
351,290,0,0
782,290,0,0
1054,972,0,0
250,975,0,0
440,972,0,0
1047,83,0,0
1121,290,0,0
25,812,0,0
961,3,0,0
915,425,0,0
1093,663,0,0
763,913,0,0
1107,1047,0,0
65,797,0,0
65,797,0,0
65,797,0,0
302,972,0,0
451,797,0,0
1107,797,0,0
429,83,0,0
429,797,0,0
1057,290,0,0
404,22,0,0
438,797,0,0
675,290,0,0
717,416,0,0
344,290,0,0
346,1124,0,0
619,290,0,0
619,812,0,0
1079,812,0,0
1102,1124,0,0
136,797,0,0
83,797,0,0
750,675,0,0
750,797,0,0
404,1124,0,0
699,498,0,0
35428,290,0,0
675,65,0,0
3304,675,0,0
699,337,0,0
1107,1,0,0
622,429,0,0
250,35428,0,0
675,65,0,0
22,675,0,0
1106,65,0,0
613,35428,0,0
451,35428,0,0
911,942,0,0
855,65,0,0
3,942,0,0
65,451,0,0
728,65,0,0
65,35428,0,0
1107,797,0,0
310,429,0,0
450,71,0,0
812,3,0,0
1459,1131,0,0
1143,797,0,0
100,65,0,0
1144,797,0,0
622,65,0,0
622,65,0,0
802,1142,0,0
750,290,0,0
750,707,0,0
439,622,0,0
1143,613,0,0
961,416,0,0
349,707,0,0
1021,65,0,0
1,797,0,0
349,707,0,0
349,707,0,0
344,707,0,0
93,416,0,0
1017,65,0,0
344,290,0,0
310,290,0,0
916,622,0,0
290,750,0,0
136,750,0,0
11,750,0,0
102,3,0,0
102,3,0,0
102,3,0,0
916,65,0,0
102,3,0,0
290,3,0,0
1148,750,0,0
766,3,0,0
1149,493,0,0
360,310,0,0
3,78,0,0
321,3,0,0
3,78,0,0
